station_nbr,date,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
20,2/26/2014,44,30,37,19,31,28,0, ,0,0.00001,29.48,30.21,12.6,35,13.1
1,2/27/2014,27,9,18,0,14,47,0,SN UP HZ,0,0.00001,29.58,29.76,6.4,26,8
2,2/27/2014,24,4,14,-1,10,51,0,SN BR,0.3,0.02,28.58,29.73,8.9,25,12.4
3,2/27/2014,51,23,37,14,29,28,0, ,0,0,29.24,30.02,4.1,16,6.2
4,2/27/2014,59,31,45,28,38,20,0, ,0,0,29.34,30.09,1.7,16,3.1
6,2/27/2014,56,25,41,29,36,24,0, ,0,0,29.51,30.09,3.5,17,3.9
7,2/27/2014,M,M,M,M,M,M,M, ,0,0,28.55,29.929536,8.1,19,9.9
8,2/27/2014,56,30,43,33,39,22,0, ,0,0,29.74,30.6943566,2.3,17,2.6
9,2/27/2014,2,-13,-5,-19,M,70,0, ,0,0,29.39,30.21,4.1,33,8.1
10,2/27/2014,61,46,54,33,44,11,0, ,0,0.00001,29.88,29.92,7.8,32,8.4
11,2/27/2014,58,43,51,36,43,14,0, ,0,0,29.87,29.93,6.3,31,6.8
12,2/27/2014,61,45,53,34,44,12,0, ,0,0.00001,29.86,29.92,8.9,33,9.5
13,2/27/2014,56,25,41,20,34,24,0, ,0,0.00001,23.9,29.66,1.6,19,5.1
14,2/27/2014,58,20,39,15,31,26,0, ,0,0,28.53,29.99,7.2,18,8.4
15,2/27/2014,24,0,12,0,10,53,0,SN BR,0.2,0.01,29.33,29.73,4.8,25,7.1
16,2/27/2014,27,6,17,1,14,48,0,SN,0,0.01,29.61,29.73,4.9,27,7.2
17,2/27/2014,55,16,36,15,29,29,0, ,0,0,29.31,30.05,2.2,15,3.4
18,2/27/2014,55,28,42,22,35,23,0, ,0,0,29.49,30.05,5.2,17,5.5
19,2/27/2014,15,0,8,-12,2,57,0, ,0.2,0.00001,29.33,30.09,11.5,32,11.6
20,2/27/2014,56,26,41,22,35,24,0, ,0,0,29.28,30.04,3.3,16,4.9
1,2/28/2014,24,8,16,-9,11,49,0, ,0,0,30.03,30.27,7.4,28,7.8
2,2/28/2014,19,2,11,-12,6,54,0, ,0,0,29.03,30.25,11.3,28,11.7
3,2/28/2014,50,37,44,27,36,21,0,RA,0,0.04,29.1,29.83,9.4,13,10.2
4,2/28/2014,80,44,62,45,52,3,0, ,0,0,29.14,29.86,5.1,19,5.7
6,2/28/2014,76,38,57,45,50,8,0,BR,0,0,29.31,29.86,9.1,19,9.3
7,2/28/2014,M,M,M,M,M,M,M, ,0,0.04,28.38,29.7513216,10.4,14,13.6
8,2/28/2014,76,41,59,M,M,6,0,BR,0,0,29.54,30.4879386,M,M,6.8
9,2/28/2014,14,-8,3,-3,M,62,0,SN HZ,0,0.00001,29.25,30.05,3,18,10.6
10,2/28/2014,66,45,56,37,47,9,0, ,0,0,30.03,30.07,8.5,1,9.5
11,2/28/2014,64,33,49,37,43,16,0,BR,0,0,30.03,30.08,4.2,3,5.6
12,2/28/2014,63,39,51,39,46,14,0, ,0,0,30.02,30.08,5.7,2,6.8
13,2/28/2014,56,27,42,24,33,23,0,BR,0,0,23.95,29.67,1.6,5,7.3
14,2/28/2014,66,41,54,33,42,11,0,RA,0,0.00001,28.36,29.74,9.7,13,12.5
15,2/28/2014,21,-1,10,-9,7,55,0, ,0.00001,0.00001,29.78,30.24,7.6,30,8.1
16,2/28/2014,23,5,14,-9,10,51,0, ,0,0,30.06,30.23,8.5,29,9.1
17,2/28/2014,52,39,46,30,38,19,0,RA,0,0.08,29.15,29.85,7,13,8.1
18,2/28/2014,83,43,63,38,49,2,0, ,0,0,29.23,29.76,11.5,17,13.5
19,2/28/2014,26,-2,12,4,12,53,0,SN BR,0.1,0.01,29.32,30.1,7.3,17,8
20,2/28/2014,84,43,64,39,49,1,0, ,0,0,29.03,29.75,8.7,18,10.4
1,3/1/2014,35,6,21,5,18,44,0, ,0,0.00001,30.17,30.31,5.3,21,5.3
2,3/1/2014,30,4,17,2,16,48,0, ,0,0,29.16,30.28,8.2,22,8.9
3,3/1/2014,50,23,37,31,36,28,0,FZRA FZDZ BR,0,0.00001,29.34,30.06,9.9,1,10.5
4,3/1/2014,82,53,68,58,61,0,3,FG+ FG BR,0,0,29.24,29.93,4.9,16,5.2
6,3/1/2014,80,41,61,59,61,4,0,DZ FG+ BR,0,0.01,29.41,29.93,9,17,8.9
7,3/1/2014,M,M,M,M,M,M,M,RA FZRA FG+ FG BR HZ,M,0.00001,28.68,30.0658176,13.5,1,11.7
8,3/1/2014,82,58,70,67,68,0,5,RA FG+ BR,0,0,29.59,30.5395431,10.3,18,9.8
9,3/1/2014,8,-5,1.744908,-13,M,63.255092,0, ,0,0,29.68,30.48,14.4,32,14.1
10,3/1/2014,71,54,63,51,55,2,0,BR HZ,0,0,30.16,30.19,6.9,3,8.1
11,3/1/2014,70,45,58,51,54,7,0,FG+ BR,0,0,30.16,30.2,4.1,3,6
12,3/1/2014,68,54,61,52,55,4,0,FG+ BR,0,0,30.16,30.2,5.3,3,6.4
13,3/1/2014,27,10,19,14,16,46,0,SN FG+ FZFG BR BLSN,0,0.00001,24.08,29.99,6.1,36,6.7
14,3/1/2014,46,22,34,35,37,31,0,RA DZ FZDZ FG+ BR,0.00001,0.00001,28.65,30.02,12.9,1,13.9
15,3/1/2014,30,-5,13,1,12,52,0, ,0,0,29.93,30.29,3.1,15,3.5
16,3/1/2014,34,3,19,7,18,46,0, ,0,0,30.21,30.29,5.5,21,6.6
17,3/1/2014,52,25,39,34,38,26,0,FZRA BR HZ,M,0.00001,29.39,30.08,8.6,2,8.9
18,3/1/2014,81,52,67,56,60,0,2,FG+ BR HZ,0,0,29.39,29.89,9.2,16,10
19,3/1/2014,23,8,16,6,12,49,0,SN BR,2.7,0.18,29.49,30.26,10.4,32,10.2
20,3/1/2014,81,48,65,56,60,0,0,FG+ BR,0,0,29.19,29.89,7.3,16,7.8
1,3/2/2014,37,27,32,17,28,33,0, ,0,0,29.86,30.03,3.6,29,7.2
2,3/2/2014,35,24,30,16,25,35,0, ,0,0,28.89,30.01,7.5,28,9
3,3/2/2014,23,7,15,8,13,50,0,TS FZDZ SN BR BLSN,2.4,0.34,29.61,30.33,17.6,36,18.1
4,3/2/2014,73,28,51,42,45,14,0,RA BR HZ,0,0.08,29.4,30.05,4.9,35,9.7
6,3/2/2014,72,27,50,45,46,15,0,RA DZ BR,0,0.1,29.56,30.04,8.2,36,14.5
7,3/2/2014,M,M,M,M,M,M,M,FZRA SN VCTS,M,0.25,28.93,30.3278976,22.9,36,23.1
8,3/2/2014,74,29,52,50,51,13,0,RA DZ SN BR UP,0,0.21,29.67,30.6221103,5,35,12
9,3/2/2014,4,-13,-4,-16,M,69,0, ,0,0,29.77,30.59,9.4,30,9.8
10,3/2/2014,77,55,66,52,57,0,1,BR HZ,0,0,30.16,30.16,2.7,9,5.2
11,3/2/2014,76,50,63,50,54,2,0,FG+ BR,0,0,30.14,30.16,1.5,9,2.8
12,3/2/2014,72,53,63,52,56,2,0,FG+ FG BR,0,0,30.14,30.17,1.9,8,3.1
13,3/2/2014,29,7,18,11,15,47,0,SN BR,0,0.00001,24.21,30.24,2.3,36,5.3
14,3/2/2014,22,10,16,9,13,49,0,TS FZDZ SN BLSN,1.5,0.16,28.9,30.31,21.7,36,21.7
15,3/2/2014,33,19,26,15,24,39,0, ,0,0,29.64,30.02,6.2,32,7.2
16,3/2/2014,37,28,33,19,28,32,0,SN,0,0.00001,29.89,30,2.9,29,6.6
17,3/2/2014,25,10,18,10,15,47,0,FZRA SN FZFG BR UP BLSN,M,0.23,29.67,30.36,13.9,1,14.3
18,3/2/2014,71,20,46,25,28,19,0,RA DZ FZDZ SN PL BR,0.4,0.18,29.67,30.15,17.2,34,17.7
19,3/2/2014,10,2,6,-7,5,59,0, ,0.00001,0.00001,29.64,30.41,10.6,32,10.9
20,3/2/2014,72,20,46,26,30,19,0,RA FZRA SN BR UP HZ,0,0.02,29.44,30.12,16.5,34,17.7
1,3/3/2014,27,11,19,-2,14,46,0, ,0,0,29.96,30.16,8.5,33,8.9
2,3/3/2014,24,7,16,-1,12,49,0, ,0,0,28.95,30.12,10.1,32,10.6
3,3/3/2014,20,4,12,0,10,53,0,SN,0.00001,0.04,29.64,30.48,7.8,36,8.6
4,3/3/2014,47,24,36,21,30,29,0,TS TSRA FZRA,0.00001,0.08,29.6,30.35,8.6,36,9.8
6,3/3/2014,45,23,34,25,31,31,0,TS RA FZRA BR VCTS,0,0.15,M,M,15.7,1,17.7
7,3/3/2014,M,M,M,M,M,M,M,SN,0.00001,0.00001,28.98,30.3803136,8.7,35,10.2
8,3/3/2014,39,25,32,26,30,33,0,TSSN UP VCTS,0,0.07,29.93,30.8904537,12.5,36,13.2
9,3/3/2014,10,-11,0,-7,M,65,0,SN HZ,0,0.00001,29.63,30.49,4.7,15,6.2
10,3/3/2014,83,58,71,57,63,0,6,RA,0,0,29.96,29.98,11.9,23,12.6
11,3/3/2014,81,51,66,58,61,0,1, ,0,0,29.95,29.98,10.4,24,10.8
12,3/3/2014,83,54,69,57,62,0,4,BR,0,0,29.95,29.98,9.4,24,9.7
13,3/3/2014,58,25,42,16,33,23,0, ,0,0,24.18,30,3.7,25,9.5
14,3/3/2014,24,6,15,4,12,50,0,SN BLSN,0.00001,0.00001,28.95,30.44,9.6,35,9.6
15,3/3/2014,20,-1,10,-3,10,55,0, ,0,0,29.73,30.16,8,32,8.1
16,3/3/2014,28,10,19,0,14,46,0, ,0,0,29.98,30.12,10.9,33,11.1
17,3/3/2014,24,7,16,3,12,49,0,SN UP,M,0.00001,29.75,30.49,5.5,2,6.3
18,3/3/2014,34,16,25,15,23,40,0,SN,0.00001,0.00001,29.85,30.38,10.8,35,11.6
19,3/3/2014,18,-1,9,-1,8,56,0,SN,0.00001,0.00001,29.67,30.47,4.3,28,8.2
20,3/3/2014,36,18,27,15,24,38,0,UP,0,0.00001,29.62,30.35,11.4,34,12.7
1,3/4/2014,28,7,18,-4,14,47,0, ,0,0.00001,30.14,30.32,3.1,26,4.9
2,3/4/2014,24,2,13,-3,11,52,0, ,0,0,29.13,30.29,5.4,27,6.2
3,3/4/2014,41,11,26,14,22,39,0, ,0,0,29.42,30.21,5.8,16,6.2
4,3/4/2014,50,30,40,31,35,25,0,FZRA BR,0.00001,0.17,29.41,30.17,1.5,5,4.3
6,3/4/2014,47,31,39,32,35,26,0,FZRA BR,0,0.3,29.58,30.16,4.4,5,7.1
7,3/4/2014,M,M,M,M,M,M,M, ,0,0,28.67,30.0553344,9.5,17,9.3
8,3/4/2014,39,32,36,33,34,29,0,TSSN SN BR UP,0,0.55,29.79,30.7459611,1.1,1,1.5
9,3/4/2014,19,8,14,4,M,51,0,SN,0,0.00001,29.47,30.28,4.9,8,6.3
10,3/4/2014,71,48,60,49,52,5,0,DZ BR HZ,0,0.00001,30.05,30.08,15.2,2,15.8
11,3/4/2014,66,44,55,48,49,10,0,DZ BR,0,0.00001,30.05,30.1,10.9,3,11.4
12,3/4/2014,71,48,60,49,51,5,0,RA BR,0,0.00001,30.04,30.09,11.4,2,11.7
13,3/4/2014,60,30,45,18,33,20,0,SN FG FZFG BR,0,0.19,24.13,29.88,3.7,5,8
14,3/4/2014,49,14,32,19,27,33,0, ,0,0,28.66,30.13,8.2,16,8.5
15,3/4/2014,29,-8,11,-3,11,54,0, ,0,0,29.9,30.3,3,30,3.4
16,3/4/2014,53,2,27.744908,-3,14,37.255092,0,UP,0,0.00001,30.17,30.29,3.4,28,4.5
17,3/4/2014,46,11,29,17,24,36,0, ,0,0,29.45,30.2,3.6,15,4.3
18,3/4/2014,50,26,38,22,31,27,0, ,0,0,29.6,30.16,3.7,12,4.8
19,3/4/2014,23,10,17,6,14,48,0,SN,2.3,0.15,29.49,30.29,2.1,25,6.3
20,3/4/2014,50,26,38,24,31,27,0, ,0,0,29.39,30.15,4,11,5
1,3/5/2014,26,13,20,12,18,45,0,SN,0,0.00001,30.16,30.35,6,2,6.5
2,3/5/2014,24,12,18,10,17,47,0,SN BR,0.3,0.01,29.13,30.3,5,3,6.1
3,3/5/2014,47,25,36,26,33,29,0,RA BR,0,0.04,29.42,30.15,2,7,5.9
4,3/5/2014,53,38,46,39,42,19,0,BR HZ,0,0,29.36,30.07,1.4,13,2.7
6,3/5/2014,56,38,47,40,42,18,0,BR HZ,0,0,29.52,30.06,2.4,12,4.8
7,3/5/2014,M,M,M,M,M,M,M,RA FZRA SN BR HZ,M,0.26,28.74,30.1287168,1.8,4,9.7
8,3/5/2014,54,39,47,44,45,18,0,RA BR,0,0,29.69,30.6427521,0.8,3,1.1
9,3/5/2014,23,11,17,6,15,48,0, ,0,0,29.62,30.43,4.9,12,5.8
10,3/5/2014,53,46,50,46,48,15,0,RA BR,0,0.13,30.06,30.08,10.6,1,10.9
11,3/5/2014,49,41,45,44,45,20,0,RA DZ BR,0,0.13,30.05,30.1,5.5,1,6.6
12,3/5/2014,53,45,49,46,48,16,0,RA BR HZ,0,0.1,30.04,30.09,7.4,2,8
13,3/5/2014,50,23,37,24,32,28,0,SN BR,0,0.07,24.27,30.12,4.5,18,6
14,3/5/2014,49,31,40,29,34,25,0,RA BR HZ,0.00001,0.19,28.72,30.12,1.4,5,9.8
15,3/5/2014,23,7,15,10,16,50,0,SN BR,0.9,0.02,29.92,30.35,3.5,35,4.9
16,3/5/2014,25,16,21,13,19,44,0,SN,0,0.00001,30.17,30.32,7.5,36,7.8
17,3/5/2014,51,28,40,28,34,25,0,RA BR HZ,M,0.07,29.49,30.17,1.2,6,3.4
18,3/5/2014,55,34,45,29,38,20,0,RA HZ,0,0.01,M,M,5.1,11,7.3
19,3/5/2014,19,16,18,10,15,47,0,SN,0.6,0.02,29.68,30.47,12.9,5,13.9
20,3/5/2014,54,31,43,30,38,22,0,RA BR HZ,0,0.01,29.34,30.07,3.3,10,4.6
1,3/6/2014,30,6,18,-6,13,47,0, ,0,0,30.42,30.59,2.6,36,3.2
2,3/6/2014,25,3,14,-9,11,51,0, ,0,0,29.39,30.55,2.6,1,6
3,3/6/2014,55,33,44,31,37,21,0,BR HZ,0,0,29.38,30.14,0.9,30,6.1
4,3/6/2014,65,43,54,38,45,11,0,BR HZ,0,0,29.44,30.16,2.7,34,4.1
6,3/6/2014,64,34,49,39,44,16,0,BR HZ,0,0,29.6,30.15,5.7,33,6.9
7,3/6/2014,M,M,M,M,M,M,M,BR HZ,0,0,28.72,30.1077504,2.7,20,7.9
8,3/6/2014,61,39,50,42,46,15,0,BR,0,0,29.78,30.7356402,4.9,35,5.2
9,3/6/2014,27,11,19,14,18,46,0,HZ,0,0,29.27,30.12,13.7,16,13.9
10,3/6/2014,57,47,52,50,52,13,0,RA DZ BR,0,1.11,29.93,29.92,13.7,1,14.4
11,3/6/2014,53,43,48,49,50,17,0,RA BR,0,0.99,29.93,29.94,11.9,2,12.7
12,3/6/2014,57,46,52,50,51,13,0,RA BR,0,0.76,29.92,29.92,12.2,2,12.7
13,3/6/2014,63,35,49,18,36,16,0, ,0,0,24.09,29.83,8.8,22,9.7
14,3/6/2014,55,34,45,32,37,20,0,BR HZ,0,0,28.71,30.14,1.1,28,8.8
15,3/6/2014,31,-9,11,-8,9,54,0, ,0,0,30.16,30.58,0.9,32,1.8
16,3/6/2014,28,4,16,0,13,49,0, ,0,0,30.45,30.56,3.3,35,5.6
17,3/6/2014,56,35,46,33,39,19,0,BR HZ,0,0,29.44,30.16,0.4,29,2.5
18,3/6/2014,55,41,48,35,41,17,0,HZ,0,0.00001,29.61,30.15,6.8,35,8.9
19,3/6/2014,24,15,20,13,18,45,0, ,0,0,29.48,30.3,8.3,14,9
20,3/6/2014,57,40,49,35,41,16,0,HZ,0,0.01,29.4,30.14,6.7,34,7.8
1,3/7/2014,38,6,22,11,21,43,0, ,0,0,30.16,30.28,1,12,2.2
2,3/7/2014,34,13,24,10,21,41,0, ,0,0,29.15,30.24,1.9,21,4
3,3/7/2014,60,35,48,33,41,17,0, ,0,0,29.16,29.9,11.3,16,11.6
4,3/7/2014,67,39,53,42,48,12,0,BR HZ,0,0,29.26,29.99,5.4,16,6
6,3/7/2014,66,32,49,42,47,16,0,BR,0,0,29.42,29.98,7.2,17,7.7
7,3/7/2014,M,M,M,M,M,M,M,HZ,0,0,28.46,29.8351872,15.8,17,17.5
8,3/7/2014,68,35,52,46,50,13,0,BR,0,0,29.64,30.5911476,5.7,16,5.6
9,3/7/2014,33,24,29,22,26,36,0,BR HZ,0,0,29.21,29.98,6.8,34,11.2
10,3/7/2014,51,44,48,41,44,17,0,BR,0,0.00001,29.86,29.92,9,30,9.7
11,3/7/2014,49,42,46,42,44,19,0,RA BR,0,0.03,29.86,29.92,8.6,30,9.1
12,3/7/2014,50,44,47,41,44,18,0,RA BR,0,0.00001,29.85,29.92,9.2,31,9.8
13,3/7/2014,47,31,39,29,33,26,0,RA SN FG+ FG FZFG BR,0,0.4,24.19,29.96,4.3,1,6.6
14,3/7/2014,69,37,53,36,44,12,0,BR HZ,0,0,28.45,29.84,14.3,16,15.5
15,3/7/2014,34,-8,13,5,13,52,0, ,0,0,29.91,30.27,2.3,15,2.8
16,3/7/2014,33,3,18,14,20,47,0, ,0,0.00001,30.19,30.25,1.7,15,3.2
17,3/7/2014,62,30,46,34,41,19,0,BR,0,0,29.23,29.93,6.9,18,7
18,3/7/2014,67,39,53,37,46,12,0,HZ,0,0,29.39,29.94,13.3,16,13.6
19,3/7/2014,44,17,31,21,28,34,0,RA PL HZ,0.1,0.02,29.2,29.98,6.2,22,9
20,3/7/2014,67,38,53,38,46,12,0,BR HZ,0,0,29.18,29.93,10.5,16,10.6
1,3/8/2014,51,22,37,21,31,28,0, ,0,0,29.66,29.81,4.1,33,4.7
2,3/8/2014,48,27,38,23,32,27,0, ,0,0,28.69,29.8,7.8,30,8.6
3,3/8/2014,47,33,40,31,34,25,0,RA DZ BR HZ,0.00001,0.6,29.49,30.19,10.4,36,11
4,3/8/2014,59,44,52,49,50,13,0,TS TSRA RA BR,0,0.74,29.39,30.07,2.2,35,4.4
6,3/8/2014,59,44,52,50,51,13,0,TSRA RA DZ BR,0,0.58,29.56,30.07,6.8,36,8.1
7,3/8/2014,M,M,M,M,M,M,M,RA HZ,0,0.00001,28.82,30.2125824,16.2,36,16.3
8,3/8/2014,66,45,56,54,55,9,0,RA DZ SN BR,0,1,29.68,30.6324312,3.7,1,5.9
9,3/8/2014,29,15,22,12,19,43,0, ,0,0,29.49,30.28,6,31,7.2
10,3/8/2014,70,42,56,42,49,9,0, ,0,0,30.09,30.13,0.5,1,4.5
11,3/8/2014,69,37,53,42,47,12,0,BR,0,0,30.08,30.13,0.5,16,3.2
12,3/8/2014,66,41,54,41,47,11,0, ,0,0,30.08,30.13,0.7,9,2.3
13,3/8/2014,45,27,36,26,31,29,0,SN BR,0,0.00001,24.42,30.32,3.1,21,5
14,3/8/2014,51,33,42,28,34,23,0,RA HZ,0,0.00001,28.8,30.18,17.6,35,17.7
15,3/8/2014,49,12,31,18,25,34,0,BR,0,0,29.44,29.82,5.2,32,5.5
16,3/8/2014,51,19,35,22,31,30,0,RA BR,0,0.00001,29.68,29.78,6.7,33,6.9
17,3/8/2014,47,34,41,33,36,24,0,RA BR HZ,0,0.28,29.55,30.2,6.9,36,7.2
18,3/8/2014,55,39,47,40,44,18,0,RA HZ,0,0.01,29.62,30.11,3.7,33,12.6
19,3/8/2014,33,19,26,19,23,39,0,HZ,0,0,29.44,30.21,9.3,3,10.9
20,3/8/2014,55,40,48,40,45,17,0,RA BR HZ,0,0.00001,29.41,30.09,6.3,33,12.4
1,3/9/2014,M,M,M,M,M,M,M, ,0,0,29.75,29.92255,6,30,7.3
2,3/9/2014,36,25,31,11,24,34,0, ,0,0,28.77,29.89,10,30,11.4
3,3/9/2014,60,26,43,34,39,22,0,BR,0,0,29.47,30.23,3.1,18,5.9
4,3/9/2014,58,39,49,39,44,16,0,RA BR,0,0.11,29.55,30.27,2.7,35,4.6
6,3/9/2014,57,41,49,41,44,16,0, ,0,0,29.72,30.26,7.9,1,9.2
7,3/9/2014,M,M,M,M,M,M,M, ,0,0,28.83,30.2230656,3.2,22,5.8
8,3/9/2014,54,42,48,44,46,17,0,RA DZ BR,0,0.07,29.89,30.8491701,5.8,36,6.4
9,3/9/2014,43,14,29,24,29,36,0, ,0,0,29.01,29.85,5,18,6.5
10,3/9/2014,78,49,64,47,54,1,0, ,0,0,30.11,30.13,2.5,24,5.3
11,3/9/2014,75,42,59,48,53,6,0, ,0,0,30.1,30.14,4.7,29,5.8
12,3/9/2014,77,45,61,47,53,4,0, ,0,0,30.1,30.14,1.2,29,4.7
13,3/9/2014,71,34,53,10,35,12,0, ,0,0,24.29,30.09,7.8,23,10.2
14,3/9/2014,63,28,46,25,37,19,0, ,0,0,28.82,30.23,1.8,26,5.5
15,3/9/2014,34,20,27,9,22,38,0, ,0,0,29.52,29.9,8.1,31,8.6
16,3/9/2014,39,25,32,10,26,33,0, ,0,0,29.77,29.88,8.2,31,8.6
17,3/9/2014,62,29,46,36,41,19,0,BR HZ,0,0,29.54,30.25,1.7,19,2.4
18,3/9/2014,63,37,50,37,44,15,0,HZ,0,0,29.72,30.24,4.7,34,7.1
19,3/9/2014,41,18,30,21,27,35,0, ,0,0,29.18,30.01,14,23,14.3
20,3/9/2014,63,38,51,37,44,14,0,HZ,0,0,29.52,30.23,4.7,34,6.4
1,3/10/2014,42,27,35,21,30,30,0,SN BR,0,0.00001,29.62,29.77,3.6,22,5.6
2,3/10/2014,38,25,32,20,28,33,0,SN,0.00001,0.00001,28.65,29.75,7.2,23,8.2
3,3/10/2014,77,41,59,32,46,6,0, ,0,0,29.13,29.9,10.3,19,10.9
4,3/10/2014,71,50,61,51,55,4,0,RA BR,0,0.01,29.33,30.07,1.8,20,2.5
6,3/10/2014,73,45,59,52,55,6,0,RA,0,0.00001,29.49,30.06,4.7,20,4.9
7,3/10/2014,M,M,M,M,M,M,M, ,0,0,28.51,29.8876032,14.6,20,15.1
8,3/10/2014,74,46,60,54,56,5,0,BR,0,0,29.7,30.653073,1.8,18,2.1
9,3/10/2014,50,28,39,31,36,26,0,BR,0,0,28.91,29.69,3.6,30,4.3
10,3/10/2014,81,58,70,49,57,0,5, ,0,0,30.02,30.03,1.8,21,5.4
11,3/10/2014,80,49,65,50,56,0,0, ,0,0,30.01,30.03,4.5,25,6.2
12,3/10/2014,78,53,66,48,56,0,1, ,0,0,30.01,30.04,0.4,22,5.1
13,3/10/2014,69,36,53,11,37,12,0, ,0,0,24.06,29.75,3.4,21,5.6
14,3/10/2014,78,35,57,30,44,8,0, ,0,0,28.5,29.92,12.4,20,13.3
15,3/10/2014,41,23,32,21,28,33,0,SN BR,1.5,0.08,29.38,29.75,2.1,16,3.2
16,3/10/2014,43,27,35,24,30,30,0,RA SN BR,0,0.03,29.66,29.75,3.2,21,7.6
17,3/10/2014,79,31,55,33,46,10,0,BR,0,0,29.21,29.94,6.9,21,7.1
18,3/10/2014,78,43,61,43,52,4,0,HZ,0,0,29.44,30.01,6.6,19,7.2
19,3/10/2014,55,39,47,32,39,18,0, ,0,0,28.9,29.68,9.8,25,9.9
20,3/10/2014,78,47,63,45,53,2,0,HZ,0,0,29.24,30.01,4.7,18,6.1
1,3/11/2014,54,33,44,28,37,21,0,BR,0,0.00001,29.42,29.59,4.3,24,6.9
2,3/11/2014,52,33,43,27,36,22,0, ,0,0,28.48,29.6,11.9,26,12.7
3,3/11/2014,82,46,64,44,52,1,0, ,0,0,28.91,29.6,6.1,21,19.2
4,3/11/2014,83,56,70,53,59,0,5,BR,0,0,29.02,29.73,3.1,19,5
6,3/11/2014,79,56,68,55,59,0,3,BR,0,0,29.18,29.73,10,20,10.9
7,3/11/2014,M,M,M,M,M,M,M, ,0,0,28.33,29.6989056,7.1,27,21
8,3/11/2014,76,54,65,58,60,0,0,BR,0,0,29.39,30.3331251,4,21,4.2
9,3/11/2014,42,30,36,24,33,29,0, ,0,0.00001,29.13,29.88,11.1,33,11.4
10,3/11/2014,82,57,70,53,60,0,5,RA,0,0,29.88,29.88,3.9,18,6.1
11,3/11/2014,82,53,68,53,59,0,3,RA,0,0,29.86,29.88,4.1,23,5.8
12,3/11/2014,81,53,67,52,59,0,2, ,0,0,29.86,29.89,3,20,6
13,3/11/2014,49,17,33,21,28,32,0,SN FZFG BR,0,0.04,24.23,30,8.3,1,11.1
14,3/11/2014,82,46,64,41,51,1,0, ,0,0,28.31,29.64,7.2,28,21.9
15,3/11/2014,51,24,38,28,34,27,0,FG+ FZFG BR,1,0.06,29.18,29.58,2.8,30,4.5
16,3/11/2014,55,33,44,30,38,21,0,BR HZ,0,0.00001,29.46,29.57,4.7,24,8.2
17,3/11/2014,84,46,65,45,53,0,0, ,0,0,28.97,29.65,4.6,23,11.4
18,3/11/2014,81,56,69,51,58,0,4,BR HZ,0,0,29.16,29.67,6.2,19,12
19,3/11/2014,49,33,41,32,37,24,0,RA SN,0.00001,0.06,29,29.74,8.4,1,9.7
20,3/11/2014,81,58,70,52,58,0,5,BR,0,0,28.96,29.67,4.1,19,11.1
1,3/12/2014,43,34,39,33,36,26,0,RA FZRA FG BR HZ,0,0.38,29.34,29.43,6.4,3,7.3
2,3/12/2014,46,33,40,31,36,25,0,RA FG+ BR UP,0,0.48,28.38,29.39,6.4,3,8
3,3/12/2014,59,37,48,26,39,17,0, ,0,0,29.47,30.16,12.7,34,14.2
4,3/12/2014,70,49,60,28,44,5,0, ,0,0,29.49,30.15,10.9,35,11.2
6,3/12/2014,67,38,53,32,45,12,0, ,0,0,29.65,30.13,19,36,19.4
7,3/12/2014,M,M,M,M,M,M,M, ,0,0,28.86,30.2545152,12.7,35,14.9
8,3/12/2014,67,43,55,37,48,10,0, ,0,0,29.73,30.6840357,13.8,35,13.7
9,3/12/2014,30,18,24,11,21,41,0, ,0,0,29.31,30.1,6.8,33,9.6
10,3/12/2014,83,64,74,57,63,0,9,RA,0,0.00001,29.7,29.72,12.9,24,15.2
11,3/12/2014,80,57,69,58,62,0,4,RA,0,0.26,29.68,29.72,10.4,25,12.8
12,3/12/2014,82,60,71,56,62,0,6,RA,0,0.01,29.68,29.72,10.2,26,11.6
13,3/12/2014,50,12,31,10,24,34,0, ,0,0,24.38,30.35,4.7,18,6.1
14,3/12/2014,59,37,48,25,38,17,0, ,0,0,28.84,30.2,14.5,35,16.6
15,3/12/2014,37,31,34,32,33,31,0,RA SN BR UP,0.00001,0.78,29.12,29.44,3.6,35,4.8
16,3/12/2014,45,35,40,35,38,25,0,RA BR UP,0,0.34,29.36,29.39,4.7,2,5.8
17,3/12/2014,60,35,48,27,39,17,0, ,0,0,29.53,30.19,8.2,35,8.4
18,3/12/2014,63,45,54,25,42,11,0, ,0,0,29.68,30.17,16.3,35,16.7
19,3/12/2014,33,17,25,11,20,40,0, ,0,0,29.25,29.98,15.5,2,16.2
20,3/12/2014,63,44,54,25,42,11,0, ,0,0,29.47,30.15,16.8,34,17.2
1,3/13/2014,34,14,24,8,17,41,0,SN FZFG BR UP,0,0.04,29.23,29.49,13.5,32,14.8
2,3/13/2014,33,9,21,5,13,44,0,SN FG+ FZFG BR UP,3.1,0.16,28.28,29.48,19.4,31,20
3,3/13/2014,70,37,54,21,41,11,0, ,0,0,29.34,30.08,8.1,20,9.1
4,3/13/2014,68,37,53,28,44,12,0, ,0,0,29.51,30.22,2.2,16,4.5
6,3/13/2014,66,35,51,32,43,14,0, ,0,0,29.68,30.22,3.5,18,5.8
